id,gen,varsta,educatie,regiune,mediu,salariu_lunar_net_lei,promovat
1441,F,47,Postliceal,Vest,Urban,5508.0,Nu
1442,M,28,Liceu,Sud-Muntenia,Rural,2262.0,Nu
1443,M,48,Liceu,Sud-Muntenia,Urban,5031.0,Nu
1444,M,40,Postliceal,Nord-Est,Urban,5197.0,Da
1445,F,50,,Bucuresti-Ilfov,Rural,4961.0,Nu
1446,M,47,Postliceal,Sud-Est,Urban,5695.0,Da
1447,M,50,Facultate,Sud-Muntenia,Urban,6968.0,Nu
1448,M,22,Doctorat,Bucuresti-Ilfov,Urban,8117.0,Da
1449,M,50,Gimnaziu,Nord-Est,Rural,2200.0,Nu
1450,M,61,Doctorat,Sud-Muntenia,Rural,6533.0,Da
1451,F,43,Postliceal,Sud-Vest Oltenia,Rural,4019.0,Da
1452,M,31,Masterat,Sud-Est,Urban,6269.0,Nu
1453,F,59,Primar,Bucuresti-Ilfov,Urban,5265.0,Da
1454,F,32,Liceu,Bucuresti-Ilfov,Urban,5930.0,Nu
1455,F,42,Profesional,Nord-Est,Urban,4576.0,Nu
1456,M,37,Profesional,Nord-Est,Urban,5116.0,Nu
1457,M,24,Facultate,Nord-Vest,Urban,6196.0,Nu
1458,M,40,Liceu,Vest,Urban,4227.0,Nu
1459,M,33,Liceu,Sud-Est,Urban,4950.0,Da
1460,F,54,Liceu,Sud-Est,Urban,4056.0,Nu
1461,M,55,Profesional,Sud-Muntenia,Rural,2829.0,Da
1462,M,43,Facultate,Sud-Vest Oltenia,Rural,5170.0,Da
1463,F,42,Masterat,Sud-Est,Urban,,Nu
1464,F,38,Liceu,Sud-Est,Rural,3797.0,Da
1465,M,45,Facultate,Nord-Vest,Urban,6779.0,Da
1466,M,37,Facultate,Sud-Est,Rural,4868.0,Nu
1467,M,18,Liceu,Centru,Rural,3130.0,Da
1468,M,67,Postliceal,Nord-Est,Rural,3973.0,Nu
1469,F,58,Liceu,Sud-Muntenia,Urban,3806.0,Nu
1470,M,47,Liceu,Nord-Vest,Rural,3315.0,Nu
1471,M,61,Gimnaziu,Centru,Urban,4192.0,Da
1472,M,47,Liceu,Sud-Vest Oltenia,Urban,3615.0,Nu
1473,F,67,Facultate,Centru,Urban,6309.0,Nu
1474,F,34,Masterat,Sud-Vest Oltenia,Urban,5201.0,Da
1475,F,37,Gimnaziu,Bucuresti-Ilfov,Rural,3997.0,Nu
1476,F,48,Liceu,Sud-Muntenia,Rural,3680.0,Nu
1477,M,36,Liceu,Sud-Muntenia,Urban,4019.0,Da
1478,M,44,Facultate,Sud-Vest Oltenia,Urban,5425.0,Nu
1479,F,37,Masterat,Nord-Vest,Urban,6349.0,Nu
1480,F,48,Facultate,Sud-Vest Oltenia,Urban,5662.0,Da
1481,M,38,Profesional,Sud-Muntenia,Rural,2996.0,Nu
1482,M,49,Masterat,Bucuresti-Ilfov,Rural,7974.0,Nu
1483,M,35,Liceu,Vest,Urban,4183.0,Nu
1484,F,38,Liceu,Nord-Est,Rural,2200.0,Da
1485,M,57,Masterat,Centru,Rural,6601.0,Da
1486,M,48,Facultate,Sud-Muntenia,Rural,6116.0,Nu
1487,M,38,Postliceal,Nord-Vest,Rural,4016.0,Da
1488,M,41,Masterat,Sud-Est,Rural,5489.0,Da
1489,M,35,Profesional,Centru,Rural,3900.0,Da
1490,M,51,Liceu,Nord-Vest,Urban,4871.0,Da
1491,F,48,Liceu,Sud-Est,Urban,4232.0,Da
1492,F,52,Profesional,Sud-Est,Urban,4291.0,Nu
1493,F,64,Facultate,Centru,Urban,6712.0,Nu
1494,M,51,Facultate,Nord-Est,Urban,5509.0,Nu
1495,M,39,Gimnaziu,Nord-Vest,Rural,4106.0,Da
1496,F,51,Gimnaziu,Bucuresti-Ilfov,Rural,4395.0,Nu
1497,M,46,Liceu,Sud-Muntenia,Rural,3503.0,Nu
1498,M,53,Profesional,Sud-Vest Oltenia,Urban,4543.0,Nu
1499,F,32,Profesional,Sud-Est,Rural,2647.0,Da
1500,F,44,Facultate,Nord-Est,Rural,3082.0,Nu
1501,F,43,Masterat,Nord-Est,Urban,5939.0,Da
1502,F,49,Profesional,Vest,Urban,3951.0,Nu
1503,M,30,Primar,Nord-Vest,Urban,4874.0,Da
1504,F,42,Facultate,Centru,Urban,6229.0,Nu
1505,M,61,Postliceal,Bucuresti-Ilfov,Rural,6007.0,Nu
1506,M,34,Facultate,Nord-Est,Rural,5232.0,Nu
1507,F,43,Masterat,Vest,Rural,6065.0,Da
1508,F,24,Postliceal,Nord-Est,Urban,4266.0,Da
1509,M,18,Facultate,Vest,Urban,6484.0,Da
1510,F,58,Gimnaziu,Centru,Rural,3954.0,Nu
1511,M,30,Postliceal,Nord-Vest,Urban,5272.0,Da
1512,M,27,Liceu,Bucuresti-Ilfov,Urban,5846.0,Nu
1513,F,60,Liceu,Bucuresti-Ilfov,Rural,3765.0,Nu
1514,M,18,Liceu,Sud-Muntenia,Rural,2200.0,Nu
1515,F,48,Facultate,Nord-Est,Urban,5911.0,Nu
1516,M,55,Masterat,Sud-Muntenia,Urban,5940.0,Da
1517,M,45,Liceu,Sud-Vest Oltenia,Rural,3015.0,Nu
1518,F,33,Liceu,Centru,Urban,3864.0,Nu
1519,M,40,Facultate,Nord-Est,Urban,5341.0,Da
1520,F,35,Facultate,Nord-Est,Rural,3022.0,Nu
1521,M,56,Liceu,Sud-Vest Oltenia,Urban,4222.0,Da
1522,M,30,Liceu,Nord-Vest,Urban,4264.0,Nu
1523,M,38,Masterat,Nord-Est,Urban,6159.0,Da
1524,M,50,Facultate,Vest,Rural,5652.0,Nu
1525,F,18,Facultate,Centru,Rural,5204.0,Nu
1526,F,18,Gimnaziu,Sud-Est,Urban,3776.0,Nu
1527,F,22,Profesional,Centru,Urban,4175.0,Nu
1528,M,61,Liceu,Nord-Est,Rural,3953.0,Da
1529,F,60,Facultate,Nord-Vest,Rural,5683.0,Da
1530,F,58,Profesional,Centru,Urban,4728.0,Da
1531,M,39,Facultate,Nord-Vest,Rural,6881.0,Nu
1532,M,44,Liceu,Nord-Vest,Rural,5374.0,Da
1533,M,40,Liceu,Centru,Urban,5258.0,Da
1534,F,46,Postliceal,Nord-Est,Urban,4668.0,Nu
1535,F,28,Liceu,Nord-Vest,Rural,3103.0,Nu
1536,F,37,Facultate,Nord-Vest,Urban,6400.0,Da
1537,M,38,Liceu,Bucuresti-Ilfov,Urban,5764.0,Nu
1538,F,54,Facultate,Nord-Est,Rural,4243.0,Nu
1539,M,38,Liceu,Nord-Est,Rural,2413.0,Nu
1540,F,55,Facultate,Vest,Urban,6301.0,Da
1541,F,18,Facultate,Centru,Urban,5885.0,Nu
1542,M,56,Masterat,Sud-Muntenia,Rural,6335.0,Da
1543,M,43,Profesional,Bucuresti-Ilfov,Rural,5893.0,Nu
1544,M,28,Postliceal,Nord-Est,Urban,3566.0,Nu
1545,F,67,,Vest,Urban,4528.0,Da
1546,M,49,Facultate,Bucuresti-Ilfov,Rural,7325.0,Nu
1547,M,39,Gimnaziu,Vest,Urban,4690.0,Nu
1548,M,27,Gimnaziu,Centru,Rural,,Nu
1549,M,41,,Bucuresti-Ilfov,Urban,8463.0,Da
1550,F,34,Gimnaziu,Sud-Est,Urban,3118.0,Da
1551,M,52,Facultate,Nord-Est,Urban,6065.0,Da
1552,M,42,Facultate,Bucuresti-Ilfov,Urban,8192.0,Da
1553,F,38,Profesional,Nord-Vest,Rural,2765.0,Nu
1554,F,46,Liceu,Centru,Urban,5055.0,Nu
1555,F,31,Facultate,Nord-Est,Urban,5177.0,Da
1556,M,30,Facultate,Nord-Est,Urban,5137.0,Nu
1557,F,67,Facultate,Sud-Vest Oltenia,Rural,4015.0,Da
1558,F,67,Gimnaziu,Sud-Muntenia,Urban,3391.0,Nu
1559,M,30,Liceu,Bucuresti-Ilfov,Urban,5518.0,Nu
1560,M,40,Postliceal,Bucuresti-Ilfov,Urban,8041.0,Da
1561,M,63,Profesional,Nord-Est,Urban,4074.0,Nu
1562,M,40,Liceu,Centru,Rural,4223.0,Nu
1563,M,40,Profesional,Nord-Est,Urban,4559.0,Da
1564,F,31,Liceu,Bucuresti-Ilfov,Urban,4925.0,Nu
1565,F,43,Masterat,Bucuresti-Ilfov,Rural,7142.0,Da
1566,F,40,Facultate,Nord-Vest,Urban,6371.0,Nu
1567,F,26,Facultate,Bucuresti-Ilfov,Rural,5533.0,Nu
1568,F,28,Profesional,Sud-Muntenia,Rural,2214.0,Nu
1569,F,40,Facultate,Sud-Est,Urban,4788.0,Nu
1570,M,48,Facultate,Nord-Vest,Rural,5141.0,Nu
1571,F,34,Facultate,Sud-Muntenia,Rural,4613.0,Da
1572,F,51,Liceu,Vest,Rural,3511.0,Nu
1573,F,48,Liceu,Centru,Rural,3771.0,Nu
1574,M,40,Facultate,Sud-Muntenia,Urban,5927.0,Nu
1575,F,38,Liceu,Nord-Vest,Rural,3598.0,Nu
1576,F,54,Gimnaziu,Vest,Rural,3266.0,Nu
1577,M,51,Profesional,Bucuresti-Ilfov,Urban,7136.0,Da
1578,F,42,Profesional,Nord-Est,Urban,3856.0,Nu
1579,M,55,Profesional,Sud-Muntenia,Urban,5442.0,Nu
1580,M,38,Liceu,Sud-Est,Rural,3404.0,Nu
1581,F,31,Gimnaziu,Bucuresti-Ilfov,Urban,4404.0,Da
1582,M,60,Primar,Sud-Muntenia,Urban,4357.0,Da
1583,F,39,Liceu,Bucuresti-Ilfov,Rural,5332.0,Nu
1584,M,32,Profesional,Bucuresti-Ilfov,Urban,5598.0,Nu
1585,M,30,Gimnaziu,Bucuresti-Ilfov,Rural,4225.0,Da
1586,F,47,Facultate,Bucuresti-Ilfov,Rural,6015.0,Nu
1587,F,46,Postliceal,Sud-Vest Oltenia,Urban,4104.0,Nu
1588,F,45,Liceu,Nord-Vest,Rural,3100.0,Da
1589,M,27,Liceu,Sud-Muntenia,Rural,3287.0,Nu
1590,M,52,Profesional,Bucuresti-Ilfov,Rural,4910.0,Da
1591,F,31,Facultate,Nord-Est,Urban,5059.0,Da
1592,F,37,Primar,Vest,Rural,2860.0,Da
1593,M,20,Primar,Vest,Urban,4235.0,Da
1594,M,54,Facultate,Nord-Est,Rural,4439.0,Da
1595,F,56,Facultate,Nord-Est,Rural,4867.0,Nu
1596,M,37,Gimnaziu,Nord-Vest,Rural,4047.0,Nu
1597,M,44,Facultate,Sud-Est,Urban,6210.0,Da
1598,M,38,Profesional,Nord-Vest,Rural,4173.0,Nu
1599,M,43,Postliceal,Vest,Urban,4697.0,Nu
1600,F,33,Masterat,Sud-Muntenia,Urban,5757.0,Da
1601,M,65,Facultate,Centru,Rural,5378.0,Da
1602,F,28,Liceu,Sud-Muntenia,Urban,3583.0,Nu
1603,M,46,Postliceal,Sud-Vest Oltenia,Urban,5894.0,Da
1604,F,50,Gimnaziu,Vest,Urban,4283.0,Nu
1605,F,48,Liceu,Bucuresti-Ilfov,Urban,5343.0,Da
1606,F,37,Facultate,Nord-Vest,Rural,4641.0,Da
1607,M,58,Profesional,Nord-Vest,Rural,4902.0,Da
1608,F,61,Primar,Sud-Muntenia,Urban,3899.0,Da
1609,F,34,Doctorat,Bucuresti-Ilfov,Urban,8672.0,Da
1610,M,42,Liceu,Sud-Est,Rural,3659.0,Nu
1611,F,60,Postliceal,Centru,Urban,5249.0,Nu
1612,F,55,Facultate,Sud-Muntenia,Urban,5605.0,Nu
1613,F,41,Facultate,Nord-Vest,Urban,5381.0,Nu
1614,F,41,Facultate,Vest,Urban,4375.0,Nu
1615,F,57,Gimnaziu,Bucuresti-Ilfov,Urban,4659.0,Nu
1616,F,46,Primar,Nord-Vest,Urban,4867.0,Da
1617,M,48,Profesional,Nord-Vest,Urban,4759.0,Da
1618,M,63,Liceu,Nord-Vest,Urban,4008.0,Nu
1619,M,57,Profesional,Sud-Est,Rural,3674.0,Nu
1620,F,43,Liceu,Nord-Est,Urban,3761.0,Da
1621,F,39,Liceu,Sud-Est,Rural,3202.0,Nu
1622,M,26,Liceu,Sud-Est,Urban,3197.0,Da
1623,F,44,Facultate,Nord-Est,Rural,4641.0,Da
1624,F,29,Masterat,Nord-Est,Rural,5200.0,Nu
1625,F,47,Facultate,Vest,Urban,5368.0,Nu
1626,M,42,Liceu,Nord-Est,Urban,4214.0,Nu
1627,M,33,Liceu,Sud-Est,Rural,2315.0,Nu
1628,F,40,Liceu,Sud-Est,Rural,2235.0,Da
1629,F,65,Profesional,Nord-Vest,Rural,5001.0,Da
1630,F,21,Profesional,Sud-Muntenia,Urban,2497.0,Nu
1631,F,28,Liceu,Sud-Est,Rural,2200.0,Nu
1632,F,18,Liceu,Nord-Vest,Urban,4297.0,Da
1633,M,53,Liceu,Centru,Urban,5271.0,Nu
1634,F,48,Gimnaziu,Vest,Rural,4061.0,Nu
1635,M,37,Masterat,Nord-Est,Urban,6796.0,Da
1636,M,60,Facultate,Sud-Muntenia,Urban,6496.0,Nu
1637,F,41,Facultate,Nord-Vest,Urban,5975.0,Nu
1638,M,32,Masterat,Vest,Urban,8104.0,Nu
1639,M,29,Masterat,Sud-Est,Urban,7034.0,Nu
1640,F,44,Facultate,Centru,Rural,5414.0,Nu
1641,F,43,Doctorat,Nord-Vest,Rural,7418.0,Nu
1642,F,38,Facultate,Centru,Urban,5585.0,Nu
1643,F,63,Primar,Sud-Vest Oltenia,Urban,3331.0,Nu
1644,F,35,Masterat,Nord-Est,Rural,5669.0,Da
1645,F,66,Liceu,Nord-Est,Urban,3963.0,Nu
1646,M,61,Facultate,Sud-Est,Urban,6237.0,Da
1647,M,50,Profesional,Nord-Est,Urban,4999.0,Da
1648,M,28,Profesional,Sud-Muntenia,Rural,2210.0,Da
1649,M,31,Primar,Sud-Est,Urban,3353.0,Da
1650,F,34,Postliceal,Nord-Vest,Urban,3878.0,Nu
1651,M,32,Liceu,Sud-Est,Urban,4900.0,Da
1652,F,47,Liceu,Bucuresti-Ilfov,Rural,4896.0,Nu
1653,F,19,Facultate,Nord-Est,Rural,2675.0,Nu
1654,F,52,Facultate,Bucuresti-Ilfov,Urban,6953.0,Da
1655,M,34,Liceu,Nord-Vest,Rural,3762.0,Nu
1656,F,31,Liceu,Sud-Vest Oltenia,Urban,3897.0,Nu
1657,M,48,Doctorat,Sud-Muntenia,Urban,8382.0,Da
1658,F,32,Profesional,Bucuresti-Ilfov,Urban,5240.0,Nu
1659,M,46,Liceu,Nord-Vest,Rural,5288.0,Nu
1660,F,46,Liceu,Nord-Est,Urban,2900.0,Nu
1661,F,43,Masterat,Sud-Est,Urban,6374.0,Da
1662,F,48,Masterat,Nord-Est,Rural,5344.0,Nu
1663,F,38,Liceu,Sud-Vest Oltenia,Urban,3937.0,Da
1664,M,59,Gimnaziu,Sud-Vest Oltenia,Urban,3837.0,Da
1665,M,39,Postliceal,Vest,Urban,4727.0,Nu
1666,M,59,Facultate,Bucuresti-Ilfov,Urban,9036.0,Nu
1667,F,44,Doctorat,Nord-Vest,Urban,7280.0,Da
1668,F,47,Liceu,Sud-Vest Oltenia,Urban,4415.0,Da
1669,F,46,Doctorat,Centru,Urban,7372.0,Nu
1670,F,45,Gimnaziu,Sud-Muntenia,Rural,3761.0,Nu
1671,F,46,Doctorat,Nord-Vest,Urban,6723.0,Da
1672,M,37,Facultate,Sud-Muntenia,Urban,6046.0,Nu
1673,F,38,Facultate,Nord-Est,Urban,4303.0,Da
1674,M,54,Liceu,Vest,Urban,6105.0,Nu
1675,M,41,Primar,Bucuresti-Ilfov,Urban,5151.0,Da
1676,F,56,Primar,Bucuresti-Ilfov,Urban,5528.0,Nu
1677,F,46,Primar,Nord-Vest,Urban,3786.0,Nu
1678,M,34,Profesional,Bucuresti-Ilfov,Urban,6406.0,Da
1679,M,67,Liceu,Sud-Est,Rural,4505.0,Nu
1680,F,39,Liceu,Bucuresti-Ilfov,Urban,5585.0,Nu
1681,M,34,Facultate,Bucuresti-Ilfov,Rural,7590.0,Da
1682,F,59,Gimnaziu,Sud-Vest Oltenia,Rural,4059.0,Da
1683,M,31,Liceu,Nord-Vest,Rural,4497.0,Nu
1684,F,37,Liceu,Sud-Muntenia,Urban,3019.0,Da
1685,M,36,Liceu,Nord-Est,Urban,3524.0,Nu
1686,F,44,Postliceal,Sud-Est,Urban,3506.0,Da
1687,M,64,Liceu,Bucuresti-Ilfov,Urban,5292.0,Da
1688,M,40,Liceu,Sud-Vest Oltenia,Urban,3544.0,Da
1689,F,33,Profesional,Sud-Vest Oltenia,Urban,2745.0,Nu
1690,F,43,Liceu,Nord-Est,Urban,3641.0,Da
1691,M,51,Profesional,Sud-Est,Rural,2597.0,Da
1692,M,51,Facultate,Nord-Est,Rural,5101.0,Nu
1693,M,41,Liceu,Nord-Vest,Rural,4145.0,Da
1694,F,61,Liceu,Centru,Rural,3333.0,Nu
1695,M,57,Facultate,Vest,Urban,6449.0,Da
1696,M,52,Primar,Sud-Est,Urban,4370.0,Nu
1697,M,50,Facultate,Sud-Muntenia,Urban,6840.0,Da
1698,F,51,,Bucuresti-Ilfov,Urban,7432.0,Da
1699,M,27,Liceu,Centru,Rural,3030.0,Nu
1700,M,38,Masterat,Bucuresti-Ilfov,Rural,7261.0,Da
1701,F,40,Facultate,Nord-Vest,Rural,4806.0,Nu
1702,F,29,Liceu,Sud-Muntenia,Rural,2805.0,Nu
1703,F,58,Liceu,Nord-Est,Urban,3418.0,Da
1704,M,19,Liceu,Centru,Rural,3938.0,Nu
1705,M,45,Facultate,Vest,Urban,6401.0,Nu
1706,M,46,Profesional,Sud-Muntenia,Urban,4983.0,Da
1707,F,43,Profesional,Nord-Est,Rural,2573.0,Nu
1708,M,42,Liceu,Nord-Est,Rural,2443.0,Da
1709,F,25,Facultate,Centru,Rural,4223.0,Nu
1710,F,40,Gimnaziu,Nord-Vest,Rural,2841.0,Nu
1711,M,33,Masterat,Nord-Vest,Rural,5895.0,Da
1712,M,39,Facultate,Bucuresti-Ilfov,Urban,6992.0,Da
1713,M,29,Profesional,Bucuresti-Ilfov,Urban,6119.0,Nu
1714,M,41,Postliceal,Centru,Rural,4295.0,Nu
1715,F,58,Liceu,Nord-Vest,Urban,4846.0,Nu
1716,M,27,Masterat,Bucuresti-Ilfov,Urban,9142.0,Nu
1717,F,40,Primar,Centru,Urban,4721.0,Nu
1718,F,40,Profesional,Nord-Est,Urban,5183.0,Nu
1719,F,30,Facultate,Sud-Est,Rural,4425.0,Da
1720,M,38,Liceu,Sud-Vest Oltenia,Urban,3828.0,Da
1721,F,34,Masterat,Nord-Vest,Urban,6909.0,Nu
1722,M,32,Liceu,Nord-Est,Rural,3845.0,Da
1723,M,31,Profesional,Vest,Rural,4215.0,Da
1724,M,40,Liceu,Sud-Muntenia,Urban,5355.0,Da
1725,F,43,Facultate,Sud-Muntenia,Rural,5328.0,Nu
1726,M,53,Primar,Sud-Est,Urban,4813.0,Da
1727,F,24,Liceu,Vest,Urban,3809.0,Nu
1728,M,19,Gimnaziu,Vest,Urban,5571.0,Nu
1729,F,29,Profesional,Bucuresti-Ilfov,Rural,4466.0,Da
1730,F,35,Primar,Nord-Est,Urban,2536.0,Da
1731,M,48,Primar,Bucuresti-Ilfov,Rural,3690.0,Da
1732,M,35,Facultate,Sud-Muntenia,Urban,5442.0,Da
1733,M,26,Facultate,Sud-Est,Urban,5732.0,Nu
1734,M,18,Doctorat,Sud-Muntenia,Urban,6403.0,Da
1735,F,41,Liceu,Centru,Rural,3519.0,Nu
1736,F,18,Facultate,Sud-Est,Rural,3019.0,Da
1737,F,54,Liceu,Nord-Vest,Rural,3793.0,Da
1738,M,47,Facultate,Vest,Urban,7965.0,Da
1739,M,47,Facultate,Nord-Est,Urban,4449.0,Da
1740,M,48,Liceu,Nord-Vest,Rural,3563.0,Da
1741,F,53,Liceu,Nord-Vest,Rural,3592.0,Nu
1742,F,26,Liceu,Sud-Est,Urban,3735.0,Da
1743,F,32,Liceu,Vest,Urban,4537.0,Nu
1744,M,46,Profesional,Sud-Vest Oltenia,Urban,4754.0,Da
1745,M,46,Liceu,Bucuresti-Ilfov,Rural,4656.0,Da
1746,F,34,Liceu,Nord-Est,Urban,3878.0,Nu
1747,M,58,Liceu,Centru,Rural,5162.0,Nu
1748,F,46,Postliceal,Nord-Est,Urban,3801.0,Da
1749,M,31,Gimnaziu,Nord-Est,Urban,3795.0,Da
1750,F,34,Liceu,Nord-Vest,Urban,2878.0,Da
1751,M,67,Primar,Bucuresti-Ilfov,Urban,5208.0,Da
1752,F,48,Liceu,Nord-Vest,Urban,4449.0,Nu
1753,F,40,Primar,Sud-Vest Oltenia,Rural,2200.0,Da
1754,F,23,Profesional,Sud-Est,Urban,4085.0,Da
1755,M,31,Facultate,Nord-Vest,Rural,6398.0,Da
1756,F,42,Liceu,Nord-Est,Urban,3590.0,Da
1757,F,20,Profesional,Centru,Urban,3446.0,Nu
1758,M,45,Facultate,Sud-Muntenia,Urban,6394.0,Da
1759,M,27,Primar,Nord-Est,Rural,2988.0,Da
1760,F,44,Gimnaziu,Sud-Muntenia,Rural,3802.0,Nu
1761,F,51,Facultate,Bucuresti-Ilfov,Urban,6455.0,Da
1762,F,41,Liceu,Sud-Est,Urban,4829.0,Da
1763,M,28,Masterat,Vest,Urban,6007.0,Da
1764,M,35,Profesional,Bucuresti-Ilfov,Rural,4772.0,Nu
1765,F,41,Facultate,Vest,Urban,5104.0,Da
1766,F,44,Liceu,Nord-Vest,Rural,3846.0,Nu
1767,F,43,Liceu,Sud-Vest Oltenia,Rural,3739.0,Nu
1768,M,31,Facultate,Centru,Urban,6750.0,Nu
1769,F,27,Liceu,Sud-Est,Urban,3469.0,Nu
1770,F,60,Primar,Vest,Rural,2358.0,Nu
1771,M,40,Liceu,Centru,Rural,4232.0,Nu
1772,M,25,Facultate,Nord-Vest,Urban,5809.0,Da
1773,M,29,Facultate,Bucuresti-Ilfov,Urban,8088.0,Nu
1774,M,28,Postliceal,Nord-Est,Rural,4107.0,Da
1775,M,43,Facultate,Nord-Vest,Urban,6641.0,Nu
1776,M,37,Facultate,Vest,Rural,4584.0,Da
1777,F,49,Liceu,Bucuresti-Ilfov,Urban,5891.0,Nu
1778,F,56,Masterat,Sud-Muntenia,Rural,5793.0,Da
1779,M,29,Facultate,Bucuresti-Ilfov,Urban,7997.0,Da
1780,M,38,Liceu,Sud-Est,Urban,4882.0,Da
1781,M,24,Profesional,Centru,Urban,5006.0,Da
1782,F,42,Gimnaziu,Vest,Rural,2926.0,Nu
1783,M,44,Facultate,Sud-Est,Rural,5573.0,Nu
1784,F,58,Liceu,Nord-Vest,Urban,3888.0,Da
1785,M,22,Facultate,Sud-Muntenia,Rural,4033.0,Nu
1786,F,47,Liceu,Sud-Muntenia,Rural,2200.0,Nu
1787,F,33,Liceu,Sud-Muntenia,Rural,2893.0,Nu
1788,F,50,Liceu,Sud-Muntenia,Urban,3577.0,Da
1789,M,48,Facultate,Bucuresti-Ilfov,Urban,7845.0,Nu
1790,M,41,Postliceal,Vest,Urban,4476.0,Da
1791,F,35,Liceu,Bucuresti-Ilfov,Rural,4668.0,Nu
1792,F,47,Profesional,Nord-Vest,Urban,4348.0,Nu
1793,M,45,Profesional,Nord-Est,Rural,3736.0,Da
1794,M,48,Masterat,Nord-Est,Urban,6333.0,Nu
1795,F,44,Liceu,Bucuresti-Ilfov,Urban,4632.0,Nu
1796,M,30,Facultate,Vest,Rural,5175.0,Nu
1797,M,61,Facultate,Vest,Rural,6342.0,Da
1798,F,33,Facultate,Sud-Muntenia,Rural,4344.0,Nu
1799,F,47,Postliceal,Sud-Muntenia,Urban,4440.0,Da
1800,M,49,Profesional,Vest,Rural,4848.0,Nu
1801,M,47,Liceu,Sud-Est,Rural,2709.0,Nu
1802,M,29,Liceu,Vest,Urban,5669.0,Da
1803,M,51,Doctorat,Vest,Urban,8515.0,Nu
1804,F,54,Liceu,Vest,Rural,4264.0,Nu
1805,F,48,Primar,Nord-Est,Rural,2390.0,Da
1806,M,67,Masterat,Centru,Urban,8687.0,Nu
1807,F,52,Gimnaziu,Centru,Rural,4110.0,Nu
1808,M,32,Facultate,Sud-Est,Rural,3582.0,Nu
1809,M,26,Facultate,Centru,Rural,4784.0,Nu
1810,F,41,Facultate,Bucuresti-Ilfov,Rural,5695.0,Nu
1811,F,39,Liceu,Sud-Vest Oltenia,Rural,3209.0,Nu
1812,M,44,Facultate,Nord-Vest,Urban,5816.0,Da
1813,M,43,Liceu,Bucuresti-Ilfov,Urban,5973.0,Da
1814,F,38,Profesional,Vest,Rural,3754.0,Nu
1815,F,40,Facultate,Vest,Rural,5446.0,Da
1816,M,47,Masterat,Sud-Vest Oltenia,Urban,6868.0,Nu
1817,M,32,Postliceal,Sud-Muntenia,Urban,4700.0,Da
1818,M,18,Liceu,Nord-Est,Urban,3251.0,Nu
1819,F,50,Liceu,Nord-Vest,Urban,4719.0,Da
1820,M,36,Liceu,Sud-Muntenia,Urban,4997.0,Da
1821,M,33,Masterat,Nord-Est,Urban,6735.0,Da
1822,F,47,Liceu,Nord-Est,Rural,3740.0,Nu
1823,M,36,Facultate,Sud-Est,Urban,5628.0,Nu
1824,M,42,Facultate,Centru,Urban,5345.0,Da
1825,F,50,Liceu,Sud-Muntenia,Rural,3640.0,Nu
1826,M,25,Masterat,Centru,Rural,5704.0,Nu
1827,M,52,Masterat,Sud-Est,Urban,6606.0,Da
1828,F,35,Liceu,Centru,Urban,5594.0,Da
1829,M,33,Postliceal,Nord-Vest,Urban,6031.0,Da
1830,M,28,Postliceal,Vest,Urban,5159.0,Da
1831,M,57,Facultate,Nord-Est,Urban,6805.0,Nu
1832,F,54,Liceu,Vest,Urban,5618.0,Nu
1833,F,36,Gimnaziu,Centru,Urban,4703.0,Nu
1834,M,47,Facultate,Sud-Est,Urban,6675.0,Nu
1835,M,50,Liceu,Sud-Vest Oltenia,Urban,,Nu
1836,F,21,Facultate,Nord-Est,Rural,3508.0,Da
1837,M,54,Facultate,Nord-Est,Rural,3811.0,Nu
1838,M,57,Liceu,Sud-Muntenia,Urban,5204.0,Nu
1839,F,44,Doctorat,Sud-Est,Rural,6805.0,Nu
1840,F,46,Liceu,Nord-Vest,Rural,2200.0,Nu
1841,M,39,Postliceal,Sud-Muntenia,Urban,4969.0,Nu
1842,F,34,Facultate,Nord-Vest,Urban,5479.0,Da
1843,M,45,Postliceal,Sud-Est,Urban,5250.0,Nu
1844,F,37,Liceu,Sud-Muntenia,Urban,3469.0,Nu
1845,F,58,Profesional,Nord-Est,Rural,2656.0,Da
1846,F,47,Gimnaziu,Nord-Est,Urban,4511.0,Da
1847,M,67,Masterat,Nord-Est,Rural,6886.0,Nu
1848,F,44,Profesional,Nord-Est,Rural,3810.0,Nu
1849,F,45,Liceu,Sud-Est,Rural,4221.0,Da
1850,M,36,Masterat,Bucuresti-Ilfov,Urban,8893.0,Da
1851,M,60,Facultate,Sud-Vest Oltenia,Urban,5599.0,Nu
1852,F,61,Gimnaziu,Sud-Est,Rural,2252.0,Nu
1853,M,39,Profesional,Sud-Vest Oltenia,Urban,4417.0,Nu
1854,F,52,Facultate,Bucuresti-Ilfov,Rural,5846.0,Nu
1855,M,41,Liceu,Centru,Urban,5820.0,Nu
1856,F,41,Gimnaziu,Sud-Est,Rural,3430.0,Nu
1857,M,38,Gimnaziu,Sud-Est,Urban,4322.0,Da
1858,F,50,Liceu,Sud-Vest Oltenia,Rural,2571.0,Da
1859,F,48,Primar,Sud-Muntenia,Urban,3894.0,Da
1860,F,55,Liceu,Bucuresti-Ilfov,Rural,4834.0,Nu
1861,M,30,Masterat,Sud-Muntenia,Rural,,Da
1862,M,29,Facultate,Sud-Muntenia,Urban,5533.0,Nu
1863,M,46,Liceu,Sud-Vest Oltenia,Urban,5422.0,Nu
